time_sec,opening_PV006,mflow_pump_out,T_pump_in,T_heater_out,mflow_GHX_bypass,qghx_kW
918,1,0.631980464,394.5923776,534.1352124,-0.018607643,294.5623958
919,1,0.631843354,394.6123841,534.1472774,-0.018206314,294.7193077
920,1,0.631226979,394.6379758,534.16183,-0.0177521,294.8511976
921,1,0.631568614,394.6437853,534.165549,-0.017311883,294.9908138
922,1,0.630547467,394.6646761,534.1783282,-0.016875534,295.132767
923,1,0.629572038,394.6857379,534.1942749,-0.016431148,295.275033
924,1,0.629378486,394.7076802,534.2008326,-0.015979936,295.4160854
925,1,0.631748491,394.7176177,534.2025914,-0.015560921,295.5790693
926,1,0.632451413,394.719055,534.2335907,-0.015197288,295.7705071
927,1,0.634613591,394.7556333,534.2408016,-0.014852965,295.9782028
928,1,0.635969783,394.7795984,534.2525898,-0.014475577,296.1617796
929,1,0.636182199,394.795659,534.2547449,-0.014081973,296.3352418
930,1,0.640273305,394.8211539,534.2783638,-0.013680932,296.4581886
931,1,0.641495889,394.843887,534.2830354,-0.013300113,296.5526374
932,1,0.641436572,394.863978,534.297931,-0.01296551,296.6419957
933,1,0.639837713,394.8803452,534.3158626,-0.012759302,296.7685968
934,1,0.639252063,394.9048979,534.3221996,-0.012603311,296.9144905
935,1,0.64031937,394.9250597,534.3290586,-0.012515818,297.0609203
936,1,0.641910841,394.9394617,534.3470155,-0.012506025,297.2136722
937,1,0.642359852,394.9641008,534.3531252,-0.012513589,297.3670507
938,1,0.644015628,394.9732482,534.360993,-0.012578866,297.5181996
939,1,0.644678721,394.9909739,534.3673017,-0.01261093,297.6418091
940,1,0.644007287,395.0197336,534.3791629,-0.012656892,297.7398525
941,1,0.642870877,395.0382902,534.3886406,-0.01274726,297.8282537
942,1,0.642494539,395.0579027,534.4095717,-0.012854564,297.9160124
943,1,0.64294862,395.0832007,534.4188473,-0.0129637,298.0032732
944,1,0.643151301,395.0991386,534.4201935,-0.013064516,298.0904756
945,1,0.641650407,395.1276067,534.432134,-0.013154563,298.1730218
946,1,0.640621897,395.1433887,534.4472545,-0.013226156,298.2523758
947,1,0.64046187,395.1555475,534.4474837,-0.013249768,298.3157392
948,1,0.640742047,395.1754518,534.4576823,-0.013256045,298.372067
949,1,0.639873542,395.2026331,534.4743883,-0.013237792,298.4275942
950,1,0.639350079,395.2278336,534.4917966,-0.013277478,298.5258209
951,1,0.63877354,395.2433691,534.4956909,-0.013352199,298.6449451
952,1,0.638467816,395.2490396,534.4947774,-0.013486618,298.8033265
953,1,0.641233979,395.2796125,534.5180546,-0.013600046,298.9567577
954,1,0.640950221,395.3006808,534.5360965,-0.013663474,299.0944379
955,1,0.639916866,395.3165701,534.5484736,-0.013619886,299.1914378
956,1,0.637531499,395.3450484,534.5550287,-0.013532162,299.2703115
957,1,0.635065213,395.3597343,534.5486133,-0.013457037,299.3686638
958,1,0.632665676,395.3739385,534.551077,-0.013386671,299.4771734
959,1,0.63158535,395.3902044,534.5644079,-0.013294592,299.5845481
960,1,0.627787129,395.4082367,534.5778564,-0.013178522,299.690208
961,1,0.625371555,395.4235311,534.5830098,-0.013059153,299.8022692
962,1,0.623454511,395.4601133,534.5952335,-0.012936478,299.9173063
963,1,0.622011005,395.4747849,534.6055157,-0.012851333,300.0525815
964,1,0.623091659,395.4839986,534.6121557,-0.012805065,300.2023463
965,1,0.626592752,395.51394,534.6353969,-0.012766675,300.3148615
966,1,0.628457923,395.5419112,534.6440873,-0.01279079,300.3999921
967,1,0.629669492,395.5601191,534.6478412,-0.012858678,300.4833502
968,1,0.63213055,395.5670124,534.6528179,-0.012913429,300.5589311
969,1,0.633287923,395.5888708,534.6636775,-0.012931703,300.625609
970,1,0.634007785,395.6096862,534.6723525,-0.012915752,300.6853342
971,1,0.634491068,395.6253231,534.6781966,-0.012880496,300.7372546
972,1,0.634425984,395.6483021,534.6921993,-0.012838325,300.7850344
973,1,0.634585951,395.6627208,534.7029065,-0.012860916,300.8412443
974,1,0.634714452,395.6772575,534.7053925,-0.012981488,300.9181758
975,1,0.635458841,395.7048099,534.7144799,-0.013154173,301.0127662
976,1,0.635632623,395.7229922,534.7246393,-0.013298277,301.1018398
977,1,0.635231396,395.7456249,534.7383657,-0.013386919,301.1788273
978,1,0.635533507,395.7679941,534.7427373,-0.013532605,301.270167
979,1,0.63591729,395.7918258,534.744224,-0.013795658,301.382048
980,1,0.636005054,395.8114774,534.7553734,-0.014148827,301.5082195
981,1,0.635411815,395.8183582,534.7630592,-0.014548373,301.6426576
982,1,0.634855779,395.8377046,534.7713761,-0.014972275,301.7852728
983,1,0.634129843,395.8629912,534.7826031,-0.015352476,301.9265828
984,1,0.633530545,395.8784226,534.7942858,-0.015673047,302.0584108
985,1,0.634056996,395.8947976,534.8045718,-0.015885689,302.1561399
986,1,0.634202497,395.9121536,534.8102783,-0.015965827,302.2080347
987,1,0.633902012,395.9338188,534.8132892,-0.016020757,302.2468425
988,1,0.633258474,395.9558526,534.8197637,-0.016088141,302.2903444
989,1,0.632574877,395.9707266,534.8268011,-0.016168568,302.3387468
990,1,0.633315803,395.9916682,534.8358641,-0.0161929,302.374682
991,1,0.634628313,396.0107912,534.8490754,-0.016145466,302.3938261
992,1,0.635171328,396.0309489,534.8552697,-0.016073767,302.4056277
993,1,0.635519377,396.0553245,534.8631467,-0.015996873,302.4182607
994,1,0.637203154,396.0782155,534.8746559,-0.015955848,302.4381974
995,1,0.638730824,396.0965093,534.8781411,-0.015943076,302.4524711
996,1,0.639166492,396.1157489,534.8880104,-0.015923023,302.4526284
997,1,0.640377826,396.133922,534.8988264,-0.015891316,302.4460155
998,1,0.639916488,396.1501708,534.9011522,-0.015882727,302.4459204
999,1,0.638200385,396.1662481,534.9056466,-0.015956495,302.476859
1000,1,0.637071354,396.173832,534.9113749,-0.016144326,302.554668
1001,1,0.633868185,396.1939758,534.9157028,-0.016407647,302.6626311
1002,1,0.631554067,396.2240676,534.9265746,-0.016671565,302.7726772
1003,1,0.632421688,396.2483411,534.9436377,-0.016874822,302.8565016
1004,1,0.633654025,396.2641182,534.9510554,-0.016971136,302.8934025
1005,1,0.636377194,396.2846649,534.9635777,-0.017032939,302.9124531
1006,1,0.640292499,396.3000796,534.9658999,-0.017092456,302.9231018
1007,1,0.639757505,396.3142219,534.96651,-0.017151069,302.9205295
1008,1,0.638501389,396.3412558,534.9789214,-0.017220914,302.9184504
1009,1,0.637528053,396.3590919,534.9795403,-0.017303233,302.9304037
1010,1,0.636654817,396.3684053,534.9748597,-0.017360004,302.9507727
1011,1,0.63671519,396.3896187,534.9829039,-0.017378247,302.9640631
1012,1,0.64010826,396.4062695,534.999809,-0.017362088,302.9661457
1013,1,0.641193631,396.4323618,535.012562,-0.017287598,302.9494785
1014,1,0.639953941,396.4534052,535.0145517,-0.017226457,302.9326861
1015,1,0.64049417,396.4633085,535.0216971,-0.017205758,302.9226699
1016,1,0.642350827,396.4791105,535.0252987,-0.01723144,302.9262543
1017,1,0.641856448,396.4936914,535.0307497,-0.017280158,302.9310668
1018,1,0.64094397,396.5160446,535.0439755,-0.017281667,302.9182672
1019,1,0.641275642,396.5416024,535.0608191,-0.017253398,302.8927181
1020,1,0.641965754,396.5625935,535.0690004,-0.017241289,302.8773471
1021,1,0.642404033,396.5826508,535.0713768,-0.017289316,302.8882049
1022,1,0.643150223,396.5938148,535.0786506,-0.017334991,302.9018382
1023,1,0.643145021,396.6137615,535.0843009,-0.017332315,302.901409
1024,1,0.642629822,396.6330769,535.0987041,-0.017302031,302.8873258
1025,1,0.641541674,396.6481845,535.1135976,-0.01731116,302.8845484
1026,1,0.64200354,396.6699958,535.1190749,-0.017425754,302.9172442
1027,1,0.643253993,396.6836361,535.1158248,-0.01763147,303.0002927
1028,1,0.643329056,396.6992331,535.1168467,-0.017772412,303.0713119
1029,1,0.642210592,396.7173875,535.1279472,-0.017849728,303.1205251
1030,1,0.641683485,396.7350962,535.1447063,-0.017836678,303.1273919
1031,1,0.640926831,396.7571725,535.141092,-0.017786315,303.1156167
1032,1,0.63842687,396.7721169,535.1476108,-0.017703062,303.0928062
1033,1,0.636899293,396.7908011,535.1565445,-0.017590547,303.0634621
1034,1,0.637784877,396.8077913,535.1722389,-0.017481997,303.0351712
1035,1,0.639439448,396.8321991,535.1755738,-0.017396908,303.0169193
1036,1,0.639322327,396.8416742,535.1865684,-0.017343743,303.006811
1037,1,0.638996131,396.867407,535.1919774,-0.017375289,303.0122801
1038,1,0.638787603,396.895012,535.2054822,-0.017441997,303.0164212
1039,1,0.637705488,396.907037,535.2033819,-0.017507447,303.0207595
1040,1,0.636441339,396.9198385,535.213612,-0.017507541,303.0093756
1041,1,0.637233811,396.9422023,535.2281592,-0.017475097,302.9830203
1042,1,0.637300642,396.9547549,535.2360636,-0.017431291,302.9540917
1043,1,0.636944932,396.9835869,535.2374132,-0.017378931,302.9222375
1044,1,0.635807861,396.9930659,535.2391149,-0.017300106,302.8826612
1045,1,0.63573099,397.0125191,535.2521522,-0.01723992,302.8472908
1046,1,0.635151625,397.0301345,535.2561731,-0.017242548,302.8265663
1047,1,0.63394192,397.052396,535.2633664,-0.017296858,302.8231222
1048,1,0.633576424,397.063512,535.2788971,-0.01733523,302.816961
1049,1,0.632204916,397.0829412,535.2854074,-0.017334021,302.8039483
1050,1,0.631797003,397.10157,535.2953334,-0.017330263,302.7866166
1051,1,0.63063089,397.1143616,535.2918426,-0.017369943,302.7821803
1052,1,0.632229042,397.1342298,535.2922773,-0.01747121,302.8069259
1053,1,0.631276095,397.159836,535.3124531,-0.017678429,302.876964
1054,1,0.630689963,397.1693264,535.3172547,-0.017854672,302.9415142
1055,1,0.631510625,397.1861183,535.3227893,-0.018062889,303.0200358
1056,1,0.636247102,397.2079268,535.3385321,-0.01827414,303.0961599
1057,1,0.64054906,397.217742,535.3334816,-0.01840952,303.1383324
1058,1,0.640536845,397.245812,535.3542899,-0.018417366,303.1412837
1059,1,0.640541388,397.247737,535.3477293,-0.018314112,303.1188022
1060,1,0.640375292,397.252429,535.3612024,-0.018157947,303.0858183
1061,1,0.640018829,397.2833881,535.3653137,-0.018034355,303.0653068
1062,1,0.64316514,397.313149,535.354345,-0.017941267,303.0533075
1063,1,0.642776444,397.3174832,535.3589976,-0.017853248,303.0414535
1064,1,0.640399071,397.3460012,535.3884218,-0.017716823,303.0097384
1065,1,0.639921133,397.3616102,535.3954366,-0.017565099,302.9746371
1066,1,0.636802325,397.3807749,535.400191,-0.017399079,302.9336436
1067,1,0.636253374,397.3883465,535.3995376,-0.017207853,302.8874831
1068,1,0.632358113,397.406882,535.4209151,-0.016971083,302.8311674
1069,1,0.63250939,397.4315141,535.4295483,-0.01671161,302.7744675
1070,1,0.631960989,397.4524829,535.4471022,-0.016424975,302.7123595
1071,1,0.630570139,397.4693984,535.455446,-0.016167854,302.6695245
1072,1,0.629787443,397.4738704,535.4420271,-0.015876226,302.6140085
1073,1,0.622925188,397.498563,535.4655104,-0.015580258,302.5567123
1074,1,0.625007506,397.527254,535.4795795,-0.015273509,302.4958092
1075,1,0.625266751,397.5349415,535.4759122,-0.014947881,302.4236617
1076,1,0.628058704,397.5591878,535.4812344,-0.014687341,302.3682582
1077,1,0.62828827,397.5550696,535.4758737,-0.014384183,302.2937171
1078,1,0.631253055,397.5865522,535.4985402,-0.014083195,302.2210234
1079,1,0.634347812,397.6118598,535.4938146,-0.013752846,302.1402596
1080,1,0.635696003,397.6204865,535.5068169,-0.013466433,302.0788454
1081,1,0.637223871,397.6270691,535.5148216,-0.013179391,302.0176685
1082,1,0.6401562,397.6451464,535.5264772,-0.012926669,301.9770034
1083,1,0.642321012,397.6709683,535.5407981,-0.012670839,301.9354384
1084,1,0.642096049,397.676803,535.5443273,-0.012418963,301.9022062
1085,1,0.637328489,397.6912563,535.5567602,-0.012142437,301.8619043
1086,1,0.637373647,397.7174185,535.5633478,-0.01182186,301.8077825
1087,1,0.637413105,397.7265282,535.5652809,-0.01135841,301.6940727
1088,1,0.634821024,397.7510894,535.5793414,-0.010873337,301.5745986
1089,1,0.630100447,397.7720196,535.5872518,-0.0104058,301.4613285
1090,1,0.628851395,397.7832853,535.5908398,-0.010167849,301.4605359
1091,1,0.628794396,397.79515,535.5959833,-0.010062374,301.522516
1092,1,0.624742986,397.8207851,535.6181639,-0.009904814,301.5610448
1093,1,0.625264507,397.8337098,535.609346,-0.009613383,301.5368723
1094,1,0.625729602,397.8400347,535.6087667,-0.009377992,301.5277318
1095,1,0.62619136,397.8702235,535.619204,-0.009085632,301.4689968
1096,1,0.62619221,397.8742866,535.6363643,-0.008868186,301.4395482
1097,1,0.628651486,397.8953007,535.6433759,-0.008648341,301.4091852
1098,1,0.628680009,397.9140429,535.6542731,-0.008413175,301.3828265
1099,1,0.626090799,397.923924,535.6344839,-0.008173908,301.3550254
1100,1,0.626630881,397.9495686,535.6722478,-0.007951301,301.3142953
1101,1,0.626651149,397.9448977,535.6653858,-0.007808084,301.2886952
1102,1,0.632103984,397.9743639,535.6702516,-0.007645497,301.2522454
1103,1,0.635098965,397.9849346,535.682003,-0.007441746,301.2092016
1104,1,0.636757845,398.0092644,535.695044,-0.007234778,301.1654796
1105,1,0.638770422,398.0245804,535.7022488,-0.007134553,301.1831547
1106,1,0.638868078,398.0409334,535.7121961,-0.007043177,301.20613
1107,1,0.643112476,398.0609895,535.724412,-0.007112521,301.2799265
1108,1,0.645102259,398.0653174,535.7210992,-0.007217286,301.3619696
1109,1,0.646427949,398.0912303,535.7190429,-0.007302245,301.4450688
1110,1,0.647444141,398.0945261,535.7408328,-0.007411975,301.5443923
1111,1,0.647514123,398.1036374,535.747895,-0.007567778,301.6613267
1112,1,0.648020718,398.1335165,535.7585642,-0.007747759,301.7872936
1113,1,0.647983004,398.1502017,535.7594584,-0.00784831,301.8762043
1114,1,0.646569342,398.1606902,535.7763885,-0.007919143,301.9568318
1115,1,0.643992778,398.1762248,535.8039142,-0.007985797,302.0363843
1116,1,0.644561505,398.1841945,535.7880057,-0.00792116,302.0728428
1117,1,0.644806234,398.2055522,535.8032316,-0.00787116,302.1189414
1118,1,0.643740699,398.2153005,535.8156605,-0.007818885,302.1648934
1119,1,0.6435938,398.2410213,535.8251946,-0.007789035,302.2236982
1120,1,0.641439651,398.2636058,535.8281391,-0.007758229,302.2826484
1121,1,0.641143764,398.2711972,535.8443758,-0.007933616,302.4263943
1122,1,0.642595541,398.2668606,535.8309606,-0.008190801,302.597875
1123,1,0.644662994,398.2923225,535.8620033,-0.008460023,302.7722975
1124,1,0.644941196,398.3124562,535.8600052,-0.008622061,302.8953713
1125,1,0.641367335,398.3272986,535.8672863,-0.008692471,302.9736082
1126,1,0.637604866,398.3253613,535.8710219,-0.008730089,303.0386526
1127,1,0.637046634,398.3471187,535.8670875,-0.008705981,303.0731157
1128,1,0.638845423,398.3717098,535.8828488,-0.008607311,303.0799606
1129,1,0.639179696,398.375528,535.885919,-0.008487565,303.0796631
1130,1,0.640164734,398.4055064,535.9071658,-0.008344696,303.0779105
1131,1,0.641595582,398.4272347,535.9228012,-0.008226836,303.086086
1132,1,0.641848341,398.4320389,535.9251234,-0.008108161,303.0846972
1133,1,0.639087304,398.4364747,535.9384927,-0.007972608,303.0698024
1134,1,0.637929028,398.450672,535.9450319,-0.007833175,303.0525322
1135,1,0.637798996,398.4642212,535.9539994,-0.007806887,303.0762216
1136,1,0.637592226,398.4831611,535.9661548,-0.007806399,303.1095901
1137,1,0.637543006,398.487108,535.9666823,-0.007804522,303.1451016
1138,1,0.638800826,398.5010249,535.9721173,-0.007890564,303.2229572
1139,1,0.639037908,398.5377669,535.9908161,-0.00796214,303.2927043
1140,1,0.639017776,398.5438441,535.9946656,-0.008014674,303.353489
1141,1,0.639298525,398.5552936,536.0117258,-0.008023617,303.3965447
1142,1,0.639583292,398.575431,536.016745,-0.008020686,303.4351033
1143,1,0.639642336,398.5795065,536.0204925,-0.008019754,303.4709498
1144,1,0.638164309,398.5974109,536.0324077,-0.008018926,303.5060508
1145,1,0.637718274,398.6138889,536.0461639,-0.00793754,303.5049825
1146,1,0.636628942,398.6251568,536.0496403,-0.007756731,303.465896
1147,1,0.636472391,398.6403954,536.0547999,-0.007529151,303.4106918
1148,1,0.636524993,398.6590512,536.0738548,-0.007396957,303.4001335
1149,1,0.634390048,398.676716,536.080973,-0.007427994,303.4703725
1150,1,0.635215306,398.6887526,536.0779433,-0.007678715,303.6434486
1151,1,0.635746575,398.6996208,536.0943237,-0.008082173,303.8887344
1152,1,0.637339536,398.7073608,536.1035834,-0.008462439,304.1283539
1153,1,0.637910622,398.7250786,536.1093854,-0.008614793,304.2648528
1154,1,0.639763758,398.7464416,536.1261787,-0.0085831,304.3124286
1155,1,0.641042306,398.7611021,536.1328909,-0.008563353,304.3588612
1156,1,0.641268559,398.7573677,536.1414694,-0.008435145,304.3510061
1157,1,0.641542655,398.771842,536.1509999,-0.008235534,304.3101617
1158,1,0.641176431,398.7882926,536.1587351,-0.008055912,304.2832312
1159,1,0.640971943,398.8049612,536.1704406,-0.00801598,304.3214442
1160,1,0.640673366,398.8255029,536.1839038,-0.008049921,304.3910089
1161,1,0.640544774,398.832071,536.187989,-0.008189978,304.5065609
1162,1,0.63973539,398.8495379,536.1983661,-0.008364905,304.6381187
1163,1,0.640314274,398.8671131,536.2102002,-0.008455774,304.7275583
1164,1,0.640672615,398.8819613,536.2126046,-0.008419637,304.758074
1165,1,0.640816646,398.8886481,536.2225991,-0.008317358,304.7586863
1166,1,0.642334159,398.9073448,536.2316469,-0.008308468,304.7964287
1167,1,0.643013499,398.906391,536.238138,-0.008311853,304.8406985
1168,1,0.642899103,398.9221903,536.2534044,-0.008449015,304.9539182
1169,1,0.642898619,398.9407515,536.2649193,-0.008768615,305.1531602
1170,1,0.642921461,398.953799,536.277531,-0.00915754,305.3834601
1171,1,0.643821688,398.9659341,536.2847468,-0.009563503,305.6140118
1172,1,0.644309363,398.9804971,536.2918704,-0.009973289,305.8423536
1173,1,0.648262157,398.9938212,536.2989524,-0.010210637,305.9874845
1174,1,0.649930451,399.0023111,536.3000968,-0.010288328,306.0567338
1175,1,0.649588211,399.0189547,536.3075317,-0.010275494,306.0851718
1176,1,0.648037034,399.0317952,536.3155673,-0.010192319,306.0831122
1177,1,0.64710478,399.034484,536.317568,-0.010076822,306.0670845
1178,1,0.647019023,399.0527483,536.3362314,-0.010019187,306.0756812
1179,1,0.646367328,399.07926,536.3582285,-0.010028619,306.1113154
1180,1,0.645980229,399.0998396,536.3714117,-0.010069651,306.1594948
1181,1,0.64481151,399.1059695,536.3739278,-0.010145709,306.2242245
1182,1,0.644038332,399.105305,536.3832993,-0.010201808,306.2839864
1183,1,0.643121354,399.1199162,536.3882059,-0.010248363,306.3431851
1184,1,0.642529829,399.1408352,536.3926291,-0.010314257,306.4111598
1185,1,0.642553562,399.1582709,536.4038297,-0.010450344,306.5107142
1186,1,0.640983343,399.1724899,536.415908,-0.01066272,306.6452367
1187,1,0.639545925,399.1755261,536.4299229,-0.010916651,306.7986371
1188,1,0.639320842,399.1866692,536.4390731,-0.011140906,306.9377942
1189,1,0.637574879,399.1995322,536.4412011,-0.011348869,307.0676477
1190,1,0.636657124,399.211727,536.4512534,-0.011475218,307.1562338
1191,1,0.63633617,399.2282464,536.4592847,-0.011527472,307.2115264
1192,1,0.635609772,399.2410184,536.4624769,-0.011593782,307.2749229
1193,1,0.635442065,399.2519579,536.4777934,-0.011731768,307.3690083
1194,1,0.635464905,399.2658787,536.4958549,-0.011917656,307.4835654
1195,1,0.636764182,399.277522,536.4937139,-0.012052196,307.5730061
1196,1,0.637861875,399.2885194,536.5027611,-0.012105236,307.6248521
1197,1,0.638731002,399.3026052,536.5227881,-0.012093187,307.6498861
1198,1,0.639507356,399.3164302,536.5264261,-0.012054243,307.664816
1199,1,0.641314865,399.3342205,536.5380321,-0.012019347,307.6850409
1200,1,0.642311404,399.3467267,536.5559988,-0.011978299,307.7061415
1201,1,0.641666944,399.348502,536.561603,-0.011928932,307.7241842
1202,1,0.642525992,399.3642806,536.5708577,-0.011890675,307.7433804
1203,1,0.644152843,399.380215,536.5807565,-0.01185545,307.7594613
1204,1,0.644933596,399.3864396,536.5898429,-0.011805548,307.7687794
1205,1,0.644267519,399.4017774,536.5956628,-0.011745574,307.7756455
1206,1,0.643577926,399.4182516,536.5970099,-0.011691852,307.7868352
1207,1,0.645002667,399.4266233,536.607685,-0.011636713,307.797839
1208,1,0.644994687,399.4347785,536.6162143,-0.01158836,307.8140988
1209,1,0.643309943,399.442091,536.617966,-0.011574283,307.8459617
1210,1,0.64191431,399.4522501,536.6329383,-0.011599879,307.8916651
1211,1,0.639147357,399.4739638,536.6551404,-0.011638823,307.941295
1212,1,0.637777118,399.4908096,536.6662078,-0.01165281,307.982305
1213,1,0.634548793,399.4989845,536.6711514,-0.011602559,308.0000033
1214,1,0.630680319,399.5074742,536.6767626,-0.011483704,307.9912897
1215,1,0.630970698,399.519955,536.6878623,-0.011389567,307.9925009
1216,1,0.632188618,399.5364227,536.6913606,-0.011333512,308.0080003
1217,1,0.633264351,399.558335,536.7019984,-0.011362478,308.0604385
1218,1,0.634904219,399.5761615,536.7206567,-0.011474029,308.1490231
1219,1,0.637068249,399.5827635,536.7258218,-0.011474145,308.1885266
1220,1,0.63662351,399.5841766,536.7260039,-0.011366664,308.182103
1221,1,0.635874257,399.5960318,536.7422718,-0.011251153,308.1748746
1222,1,0.635675271,399.6123126,536.7590799,-0.011176301,308.1820876
1223,1,0.637570435,399.6191798,536.7640833,-0.011139231,308.2002194
1224,1,0.640306592,399.6305357,536.7753829,-0.011101396,308.2142072
1225,1,0.642487564,399.6511468,536.7803702,-0.011091732,308.2375231
1226,1,0.646719129,399.6675726,536.7900447,-0.011064791,308.2529255
1227,1,0.647347369,399.6762281,536.7964255,-0.011037968,308.2653355
1228,1,0.646029723,399.6755585,536.8054193,-0.010990811,308.2650087
1229,1,0.645859919,399.6874924,536.8183909,-0.010958122,308.2688816
1230,1,0.645839965,399.6966929,536.8300698,-0.010967675,308.2892443
1231,1,0.646107155,399.716567,536.8333814,-0.010973554,308.3065671
1232,1,0.646053324,399.7379099,536.8489947,-0.011008354,308.3407249
1233,1,0.6454316,399.7487484,536.8624361,-0.011067853,308.3909617
1234,1,0.644480353,399.7540005,536.8719987,-0.011141681,308.4495669
1235,1,0.642989046,399.7649624,536.876368,-0.011233675,308.5210396
1236,1,0.640275874,399.7748183,536.8926443,-0.011305364,308.5843588
1237,1,0.640780432,399.7852285,536.9027394,-0.011371933,308.6438281
1238,1,0.642096062,399.7956577,536.913036,-0.011455906,308.7105627
1239,1,0.642773002,399.8130472,536.9243038,-0.01151211,308.7643392
1240,1,0.643331199,399.8151273,536.9269829,-0.011504542,308.788332
1241,1,0.644448944,399.8366529,536.941279,-0.011468801,308.7994397
1242,1,0.645611765,399.8564982,536.9508499,-0.011423214,308.8098912
1243,1,0.648526593,399.8662082,536.9651,-0.011396495,308.8373713
1244,1,0.649497566,399.8758485,536.9689313,-0.011371398,308.8716071
1245,1,0.64937853,399.8845609,536.987282,-0.011362642,308.9128129
1246,1,0.649075989,399.888028,536.9902456,-0.011395461,308.9725329
1247,1,0.649153834,399.89688,536.9939761,-0.011465218,309.0482542
1248,1,0.649140333,399.9170179,537.0033453,-0.011517198,309.1172918
1249,1,0.648106892,399.9316465,537.0234618,-0.011499741,309.1536117
1250,1,0.647428346,399.9465074,537.0311606,-0.011433507,309.166999
1251,1,0.645747403,399.9516009,537.037359,-0.011256285,309.1270857
1252,1,0.64543037,399.9635316,537.0431928,-0.01110582,309.09955
1253,1,0.644039547,399.9756446,537.0554815,-0.010983184,309.0832832
1254,1,0.642670367,399.9829819,537.059411,-0.010919875,309.0902262
1255,1,0.642220858,399.9979913,537.0706189,-0.010853563,309.0940932
1256,1,0.639732173,400.0089151,537.0714683,-0.010868203,309.1351681
1257,1,0.638728895,400.0233198,537.0845754,-0.010947579,309.2087778
1258,1,0.635998097,400.0326595,537.1013083,-0.01100345,309.2717299
1259,1,0.636717129,400.036226,537.1061636,-0.011018654,309.3158388
1260,1,0.637228447,400.0489705,537.1153701,-0.010962466,309.3208183
1261,1,0.637848071,400.0501423,537.1166619,-0.010985415,309.3534561
1262,1,0.636690512,400.0663716,537.1234688,-0.01102115,309.3887161
1263,1,0.632701081,400.0959457,537.1371673,-0.011103501,309.441245
1264,1,0.632206099,400.0985544,537.1461484,-0.011184907,309.4934555
1265,1,0.632085159,400.1116939,537.1638564,-0.011294735,309.5576008
1266,1,0.631666537,400.1219782,537.1722362,-0.011397678,309.6205342
1267,1,0.632142063,400.1245157,537.169058,-0.011476534,309.6768447
1268,1,0.634043147,400.1441042,537.1891428,-0.011488672,309.7020546
1269,1,0.634410146,400.1554288,537.1957125,-0.011410525,309.6870057
1270,1,0.635571672,400.1507069,537.2004986,-0.011314051,309.664061
1271,1,0.640410414,400.1619571,537.2092024,-0.011223295,309.6405424
1272,1,0.640555095,400.18429,537.2232839,-0.011122961,309.6148976
1273,1,0.640102552,400.2036954,537.237935,-0.010985652,309.5750621
1274,1,0.638455884,400.2008449,537.2414287,-0.010840017,309.5370175
1275,1,0.640446499,400.2163798,537.2568613,-0.010687851,309.495944
1276,1,0.642065008,400.2282238,537.2747744,-0.010540388,309.45842
1277,1,0.642750544,400.2340332,537.2656448,-0.010504042,309.4709584
1278,1,0.641156068,400.2518221,537.28517,-0.010445503,309.4715021
1279,1,0.640968473,400.2646468,537.301233,-0.010452027,309.49657
1280,1,0.640745992,400.264585,537.2985867,-0.010416158,309.5000952
1281,1,0.639379582,400.2755934,537.3022957,-0.010377172,309.5016729
1282,1,0.638863942,400.2846935,537.3229496,-0.010338086,309.5012766
1283,1,0.638124363,400.3025459,537.336037,-0.010284152,309.4919056
1284,1,0.633555096,400.3141223,537.3321099,-0.010164926,309.4575521
1285,1,0.634532354,400.3239147,537.348946,-0.010079661,309.4386352
1286,1,0.635482946,400.336153,537.3630224,-0.009996734,309.4236752
1287,1,0.635472184,400.3378678,537.3649653,-0.009917303,309.4090725
1288,1,0.635266966,400.3525544,537.3800444,-0.009822905,309.3872681
1289,1,0.634396114,400.3663329,537.3855298,-0.009705651,309.3585507
1290,1,0.63532924,400.3709204,537.4080462,-0.009583089,309.3257156
1291,1,0.635525996,400.3843865,537.4216734,-0.009533127,309.3226311
1292,1,0.635907651,400.3869355,537.4192181,-0.00946291,309.3117426
1293,1,0.639603386,400.401322,537.4289177,-0.009420867,309.3140085
1294,1,0.639740384,400.4045722,537.4327026,-0.009361074,309.3097166
1295,1,0.641351295,400.4230292,537.4426002,-0.009325503,309.3176841
1296,1,0.642689158,400.4303497,537.465376,-0.009308396,309.3321798
1297,1,0.64205471,400.4459546,537.467527,-0.009256401,309.3258449
1298,1,0.640151954,400.454053,537.471133,-0.009207183,309.3205036
1299,1,0.640362841,400.4547675,537.4726771,-0.009191222,309.3286445
1300,1,0.643565345,400.4666523,537.4970537,-0.009154446,309.3268223
1301,1,0.643503233,400.4834782,537.5119098,-0.009109725,309.3215156
1302,1,0.643416759,400.4828828,537.5120266,-0.009092241,309.3327194
1303,1,0.641693753,400.4876973,537.5174054,-0.009011842,309.3192239
1304,1,0.641535152,400.5244672,537.5366872,-0.008928152,309.3085629
1305,1,0.638045532,400.5278309,537.5427422,-0.008791936,309.2730784
1306,1,0.638039103,400.5452615,537.5591691,-0.008690439,309.2522547
1307,1,0.636688543,400.5500275,537.5587635,-0.008627211,309.2479012
1308,1,0.638037336,400.556911,537.578871,-0.008641365,309.2807208
1309,1,0.638034677,400.5572562,537.6009992,-0.008720788,309.3415342
1310,1,0.637906177,400.5786772,537.5830253,-0.008800047,309.4022085
