time_sec,opening_PV006,mflow_pump_out,T_pump_in,T_heater_out,T_chiller_after,mflow_GHX_bypass,qghx_kW
0.0,1.0,0.6243768334388733,433.15081787109375,519.3969116210938,523.2273559570312,0.3537021577358246,75.8620078125
1.0,1.0,0.6245395600853954,432.4662262201309,519.3283874541521,523.2047790531069,0.35203899745829403,77.69863598632813
2.0,1.0,0.6247022867319174,431.7816345691681,519.2598632872105,523.1822021491826,0.3503758371807635,79.53526416015625
3.0,1.0,0.6248650133784395,431.09704291820526,519.1913391202688,523.1596252452582,0.34871267690323293,81.37189233398438
4.0,1.0,0.6250277400249615,430.41245126724243,519.1228149533272,523.1370483413339,0.3470495166257024,83.2085205078125
5.0,1.0,0.6251904666714836,429.7278596162796,519.0542907863855,523.1144714374095,0.34538635634817183,85.04514868164063
6.0,1.0,0.6253531933180057,429.0432679653168,518.9857666194439,523.0918945334852,0.3437231960706413,86.88177685546874
7.0,1.0,0.6255159199645277,428.35867631435394,518.9172424525023,523.0693176295608,0.34206003579311073,88.71840502929687
8.0,1.0,0.6256786466110498,427.6740846633911,518.8487182855606,523.0467407256365,0.3403968755155802,90.555033203125
9.0,1.0,0.6258413732575718,426.9894930124283,518.780194118619,523.0241638217121,0.3387337152380496,92.39166137695312
10.0,1.0,0.6260040999040939,426.30490136146545,518.7116699516773,523.0015869177878,0.3370705549605191,94.22828955078126
11.0,1.0,0.6261695981083903,425.6843811273575,518.8005004897714,522.9782409667969,0.3356042206287384,95.98930395507813
12.0,1.0,0.6263350963708945,425.0638611316681,518.8893310576677,522.9548950195312,0.334137886762619,97.75031884765625
13.0,1.0,0.6265005946333986,424.4433411359787,518.9781616255641,522.9315490722656,0.33267155289649963,99.51133374023438
14.0,1.0,0.6266660928959027,423.8228211402893,519.0669921934605,522.908203125,0.33120521903038025,101.2723486328125
15.0,1.0,0.6268315911584068,423.2023011445999,519.1558227613568,522.8848571777344,0.32973888516426086,103.03336352539063
16.0,1.0,0.6269970894209109,422.5817811489105,519.2446533292532,522.8615112304688,0.3282725512981415,104.79437841796874
17.0,1.0,0.627162587683415,421.96126115322113,519.3334838971496,522.8381652832031,0.3268062174320221,106.55539331054688
18.0,1.0,0.6273280859459192,421.34074115753174,519.4223144650459,522.8148193359375,0.3253398835659027,108.316408203125
19.0,1.0,0.6274935842084233,420.72022116184235,519.5111450329423,522.7914733886719,0.3238735496997833,110.07742309570312
20.0,1.0,0.6276590824709274,420.09970116615295,519.5999756008387,522.7681274414062,0.32240721583366394,111.83843798828126
21.0,1.0,0.6278220355452504,419.55816346406937,519.7174072265625,522.7516113277525,0.32110478880349547,113.43769213867188
22.0,1.0,0.6279849886777811,419.01662600040436,519.8348388671875,522.7350952140987,0.319802361773327,115.03694677734374
23.0,1.0,0.6281479418103117,418.47508853673935,519.9522705078125,522.7185791004449,0.3184999347431585,116.63620141601562
24.0,1.0,0.6283108949428424,417.93355107307434,520.0697021484375,522.7020629867911,0.31719750771299005,118.2354560546875
25.0,1.0,0.6284738480753731,417.39201360940933,520.1871337890625,522.6855468731374,0.31589508068282157,119.83471069335937
26.0,1.0,0.6286368012079038,416.8504761457443,520.3045654296875,522.6690307594836,0.3145926536526531,121.43396533203125
27.0,1.0,0.6287997543404344,416.3089386820793,520.4219970703125,522.6525146458298,0.3132902266224846,123.03321997070313
28.0,1.0,0.6289627074729651,415.7674012184143,520.5394287109375,522.635998532176,0.31198779959231615,124.632474609375
29.0,1.0,0.6291256606054958,415.2258637547493,520.6568603515625,522.6194824185222,0.3106853725621477,126.23172924804688
30.0,1.0,0.6292886137380265,414.6843262910843,520.7742919921875,522.6029663048685,0.3093829455319792,127.83098388671876
31.0,1.0,0.629440855977009,414.23833617568016,520.8051574714482,522.59300537128,0.3082172304857522,129.20791870117188
32.0,1.0,0.629593098157784,413.7923461794853,520.8360229507089,522.5830444339663,0.3070515156723559,130.58485302734374
33.0,1.0,0.6297453403385589,413.3463561832905,520.8668884299695,522.5730834966525,0.30588580085895956,131.96178735351563
34.0,1.0,0.6298975825193338,412.90036618709564,520.8977539092302,522.5631225593388,0.3047200860455632,133.3387216796875
35.0,1.0,0.6300498247001087,412.4543761909008,520.9286193884909,522.5531616220251,0.3035543712321669,134.7156560058594
